order_id,product_id,quantity,unit_price,total_price
O00000039,P000199,1,392.08,392.08
O00000039,P000192,2,119.81,239.62
O00000040,P000355,3,807.61,2422.83
O00000041,P000454,2,731.89,1463.78
O00000042,P000211,3,717.16,2151.48
O00000043,P000374,2,196.12,392.24
O00000044,P000303,3,658.92,1976.7599999999998
O00000044,P000485,1,720.61,720.61
O00000044,P000077,2,538.31,1076.62
O00000045,P000202,3,942.42,2827.2599999999998
O00000045,P000246,1,509.59,509.59
O00000046,P000487,2,437.4,874.8
O00000046,P000112,2,468.43,936.86
O00000046,P000068,1,601.94,601.94
O00000047,P000299,2,557.99,1115.98
O00000047,P000013,2,416.69,833.38
O00000048,P000361,1,350.19,350.19
O00000048,P000325,3,139.03,417.09000000000003
O00000049,P000358,3,130.03,390.09000000000003
O00000049,P000485,3,720.61,2161.83
O00000049,P000314,1,548.91,548.91
O00000050,P000346,1,272.75,272.75
O00000050,P000187,2,996.43,1992.86
O00000050,P000455,2,33.75,67.5
O00000050,P000027,2,883.63,1767.26
O00000051,P000172,1,83.94,83.94
O00000052,P000360,3,175.9,527.7
O00000052,P000108,1,162.6,162.6
O00000052,P000386,2,981.86,1963.72
O00000053,P000249,3,109.97,329.90999999999997
O00000054,P000355,1,807.61,807.61
O00000054,P000415,1,154.36,154.36
O00000055,P000490,1,807.88,807.88
O00000056,P000267,1,674.76,674.76
O00000056,P000488,2,181.68,363.36
O00000056,P000322,2,663.05,1326.1
O00000057,P000011,1,985.28,985.28
O00000057,P000150,1,641.7,641.7
O00000057,P000097,1,15.14,15.14
O00000058,P000168,3,740.7,2222.1000000000004
O00000058,P000249,3,109.97,329.90999999999997
O00000059,P000157,2,21.24,42.48
O00000059,P000088,1,481.25,481.25
O00000059,P000405,2,574.78,1149.56
O00000060,P000317,3,368.6,1105.8000000000002
O00000060,P000474,2,206.17,412.34
O00000060,P000083,1,710.1,710.1
O00000060,P000365,1,163.72,163.72
O00000061,P000295,1,633.92,633.92
O00000061,P000065,1,811.38,811.38
O00000061,P000226,3,655.07,1965.21
O00000061,P000134,3,328.88,986.64
O00000061,P000190,1,99.35,99.35
O00000062,P000472,1,449.21,449.21
O00000063,P000280,3,619.95,1859.8500000000001
O00000063,P000500,3,703.77,2111.31
O00000063,P000260,2,55.51,111.02
O00000063,P000170,2,104.62,209.24
O00000064,P000174,2,128.71,257.42
O00000064,P000353,1,754.67,754.67
O00000064,P000058,1,899.9,899.9
O00000064,P000375,3,703.47,2110.41
O00000065,P000048,1,291.72,291.72
O00000065,P000168,3,740.7,2222.1000000000004
O00000066,P000043,3,118.13,354.39
O00000067,P000309,3,895.05,2685.1499999999996
O00000067,P000310,1,470.05,470.05
O00000068,P000191,1,139.18,139.18
O00000069,P000373,2,428.02,856.04
O00000070,P000218,1,898.06,898.06
O00000070,P000374,3,196.12,588.36
O00000070,P000459,3,163.83,491.49
O00000070,P000213,1,441.04,441.04
O00000071,P000478,3,111.9,335.70000000000005
O00000072,P000285,3,712.59,2137.77
O00000072,P000237,3,128.62,385.86
O00000073,P000022,2,376.83,753.66
O00000073,P000422,3,967.12,2901.36
O00000074,P000154,3,516.19,1548.5700000000002
O00000075,P000252,3,98.11,294.33
O00000075,P000465,3,487.84,1463.52
O00000076,P000186,2,588.15,1176.3
O00000076,P000298,3,749.29,2247.87
O00000077,P000376,3,276.5,829.5
O00000078,P000355,2,807.61,1615.22
O00000078,P000070,1,972.57,972.57
O00000079,P000040,1,485.01,485.01
O00000079,P000264,3,230.48,691.4399999999999
O00000080,P000351,2,677.36,1354.72
O00000080,P000410,3,788.5,2365.5
O00000080,P000155,3,701.69,2105.07
O00000081,P000191,2,139.18,278.36
O00000081,P000399,2,407.54,815.08
O00000082,P000460,3,525.86,1577.58
O00000083,P000068,1,601.94,601.94
O00000084,P000268,3,660.6,1981.8000000000002
O00000084,P000391,2,555.95,1111.9
O00000084,P000497,1,177.39,177.39
O00000084,P000176,3,856.06,2568.18
O00000084,P000089,1,977.56,977.56
O00000085,P000041,2,820.19,1640.38
O00000086,P000022,1,376.83,376.83
O00000086,P000101,3,175.54,526.62
O00000086,P000056,3,452.28,1356.84
O00000087,P000006,1,455.42,455.42
O00000088,P000434,3,620.89,1862.67
O00000089,P000314,3,548.91,1646.73
O00000089,P000124,1,195.23,195.23
O00000089,P000259,1,365.01,365.01
O00000090,P000088,1,481.25,481.25
O00000090,P000462,3,538.93,1616.79
O00000090,P000387,1,727.16,727.16
O00000090,P000276,1,217.62,217.62
O00000091,P000491,1,821.87,821.87
O00000091,P000055,2,988.95,1977.9
O00000092,P000239,1,90.0,90.0
O00000093,P000168,2,740.7,1481.4
O00000094,P000228,2,259.48,518.96
O00000094,P000116,2,168.53,337.06
O00000094,P000284,1,50.23,50.23
O00000094,P000209,1,671.46,671.46
O00000095,P000346,2,272.75,545.5
O00000096,P000203,2,890.86,1781.72
O00000097,P000187,1,996.43,996.43
O00000098,P000143,3,350.14,1050.42
O00000098,P000392,3,836.84,2510.52
O00000098,P000366,2,630.22,1260.44
O00000099,P000249,2,109.97,219.94
O00000099,P000262,1,840.64,840.64
O00000099,P000143,1,350.14,350.14
O00000099,P000076,2,698.67,1397.34
O00000100,P000256,1,275.63,275.63
O00000100,P000348,2,899.14,1798.28
O00000100,P000014,3,522.19,1566.5700000000002
O00000101,P000385,3,628.88,1886.6399999999999
O00000102,P000176,3,856.06,2568.18
O00000103,P000231,2,807.38,1614.76
O00000104,P000400,3,378.0,1134.0
O00000104,P000156,1,616.17,616.17
O00000105,P000338,3,706.59,2119.77
O00000105,P000284,3,50.23,150.69
O00000106,P000498,3,510.54,1531.6200000000001
O00000106,P000194,3,710.11,2130.33
O00000107,P000429,2,880.84,1761.68
O00000108,P000211,1,717.16,717.16
O00000108,P000180,1,727.19,727.19
O00000108,P000029,3,379.47,1138.41
O00000108,P000339,2,610.3,1220.6
O00000108,P000126,3,175.58,526.74
O00000109,P000276,2,217.62,435.24
O00000110,P000163,3,827.74,2483.2200000000003
O00000110,P000194,2,710.11,1420.22
O00000111,P000258,3,167.8,503.40000000000003
O00000112,P000434,1,620.89,620.89
O00000112,P000499,3,744.01,2232.0299999999997
O00000113,P000320,1,521.47,521.47
O00000113,P000381,3,167.03,501.09000000000003
O00000113,P000491,3,821.87,2465.61
O00000114,P000108,1,162.6,162.6
O00000114,P000178,3,590.26,1770.78
O00000115,P000206,2,214.88,429.76
O00000116,P000096,2,275.29,550.58
O00000116,P000296,1,748.49,748.49
O00000117,P000437,2,393.52,787.04
O00000117,P000394,3,609.89,1829.67
O00000117,P000465,3,487.84,1463.52
O00000118,P000351,2,677.36,1354.72
O00000119,P000147,3,963.62,2890.86
O00000120,P000126,2,175.58,351.16
O00000121,P000070,1,972.57,972.57
O00000122,P000401,1,768.05,768.05
O00000122,P000011,2,985.28,1970.56
O00000122,P000029,3,379.47,1138.41
O00000123,P000204,3,288.71,866.1299999999999
O00000123,P000483,1,499.35,499.35
O00000123,P000430,1,781.32,781.32
O00000124,P000477,1,74.71,74.71
O00000124,P000269,1,526.77,526.77
O00000124,P000129,3,831.77,2495.31
O00000124,P000255,1,852.73,852.73
O00000125,P000381,2,167.03,334.06
O00000125,P000121,1,594.27,594.27
O00000125,P000479,1,594.63,594.63
O00000126,P000252,2,98.11,196.22
O00000126,P000274,3,979.71,2939.13
O00000127,P000480,2,815.78,1631.56
O00000127,P000075,3,907.96,2723.88
O00000127,P000186,2,588.15,1176.3
O00000128,P000354,1,108.87,108.87
O00000128,P000470,2,123.32,246.64
O00000128,P000404,3,362.1,1086.3000000000002
O00000128,P000344,2,676.96,1353.92
O00000129,P000122,2,149.94,299.88
O00000129,P000440,2,34.66,69.32
O00000130,P000480,1,815.78,815.78
O00000131,P000393,1,575.3,575.3
O00000131,P000330,2,371.99,743.98
O00000131,P000209,1,671.46,671.46
O00000132,P000368,1,751.42,751.42
O00000132,P000217,1,622.06,622.06
O00000132,P000449,3,422.79,1268.3700000000001
O00000133,P000168,3,740.7,2222.1000000000004
O00000133,P000233,1,539.29,539.29
O00000134,P000206,1,214.88,214.88
O00000135,P000394,1,609.89,609.89
O00000135,P000426,3,161.22,483.65999999999997
O00000135,P000333,3,395.21,1185.6299999999999
O00000136,P000304,2,662.83,1325.66
O00000137,P000453,1,612.76,612.76
O00000137,P000293,3,818.59,2455.77
O00000137,P000115,3,812.08,2436.2400000000002
O00000137,P000011,3,985.28,2955.84
O00000138,P000087,3,687.2,2061.6000000000004
O00000138,P000026,2,499.95,999.9
O00000138,P000206,3,214.88,644.64
O00000139,P000223,2,469.58,939.16
O00000139,P000396,3,79.68,239.04000000000002
O00000139,P000472,2,449.21,898.42
O00000140,P000439,1,725.42,725.42
O00000141,P000406,1,900.03,900.03
O00000142,P000235,1,361.73,361.73
O00000142,P000044,2,109.2,218.4
O00000143,P000377,1,348.49,348.49
O00000143,P000306,1,468.22,468.22
O00000143,P000132,3,543.38,1630.1399999999999
O00000144,P000344,3,676.96,2030.88
O00000144,P000496,3,301.67,905.01
O00000145,P000203,3,890.86,2672.58
O00000146,P000477,2,74.71,149.42
O00000146,P000174,1,128.71,128.71
O00000147,P000256,2,275.63,551.26
O00000147,P000447,3,632.35,1897.0500000000002
O00000147,P000499,2,744.01,1488.02
O00000147,P000428,2,933.7,1867.4
O00000148,P000161,2,860.1,1720.2
O00000149,P000337,2,95.97,191.94
O00000149,P000326,1,534.52,534.52
O00000149,P000409,1,60.01,60.01
O00000150,P000459,2,163.83,327.66
O00000150,P000475,1,461.03,461.03
O00000151,P000076,1,698.67,698.67
O00000151,P000064,1,385.48,385.48
O00000151,P000179,2,831.06,1662.12
O00000152,P000498,1,510.54,510.54
O00000153,P000347,2,679.05,1358.1
O00000153,P000049,1,121.52,121.52
O00000153,P000455,2,33.75,67.5
O00000154,P000079,2,268.17,536.34
O00000154,P000015,3,911.61,2734.83
O00000154,P000042,3,924.77,2774.31
O00000155,P000336,2,603.52,1207.04
O00000155,P000319,3,596.42,1789.2599999999998
O00000155,P000487,3,437.4,1312.1999999999998
O00000155,P000232,3,266.83,800.49
O00000156,P000488,3,181.68,545.04
O00000157,P000437,1,393.52,393.52
O00000158,P000062,2,89.45,178.9
O00000158,P000153,2,704.79,1409.58
O00000159,P000050,2,302.07,604.14
O00000160,P000217,2,622.06,1244.12
O00000160,P000047,2,500.43,1000.86
O00000161,P000347,3,679.05,2037.1499999999999
O00000161,P000115,1,812.08,812.08
O00000161,P000332,2,237.47,474.94
O00000161,P000352,3,276.71,830.1299999999999
O00000162,P000245,3,948.6,2845.8
O00000162,P000154,2,516.19,1032.38
O00000162,P000077,1,538.31,538.31
O00000162,P000066,3,43.24,129.72
O00000163,P000262,2,840.64,1681.28
O00000163,P000218,1,898.06,898.06
O00000164,P000009,3,131.41,394.23
O00000164,P000059,2,467.75,935.5
O00000164,P000380,1,466.23,466.23
O00000165,P000161,2,860.1,1720.2
O00000165,P000301,3,620.72,1862.16
O00000165,P000371,2,482.3,964.6
O00000166,P000095,1,193.88,193.88
O00000167,P000003,1,692.87,692.87
O00000167,P000203,1,890.86,890.86
O00000168,P000250,3,122.87,368.61
O00000168,P000156,3,616.17,1848.5099999999998
O00000169,P000098,1,454.36,454.36
O00000170,P000224,3,960.92,2882.7599999999998
O00000170,P000432,3,853.61,2560.83
O00000171,P000463,1,41.31,41.31
O00000172,P000104,3,321.04,963.1200000000001
O00000172,P000151,2,840.58,1681.16
O00000173,P000435,3,319.77,959.31
O00000173,P000254,3,815.05,2445.1499999999996
O00000173,P000378,3,753.06,2259.18
O00000173,P000297,2,95.64,191.28
O00000174,P000464,1,309.3,309.3
O00000174,P000419,3,291.17,873.51
O00000174,P000445,1,13.5,13.5
O00000174,P000250,3,122.87,368.61
O00000175,P000456,1,356.15,356.15
O00000175,P000243,2,137.64,275.28
O00000176,P000177,2,71.05,142.1
O00000177,P000240,2,217.29,434.58
O00000177,P000068,3,601.94,1805.8200000000002
O00000177,P000453,3,612.76,1838.28
O00000178,P000319,3,596.42,1789.2599999999998
O00000178,P000107,3,849.31,2547.93
O00000178,P000145,1,535.2,535.2
O00000179,P000213,2,441.04,882.08
O00000180,P000347,1,679.05,679.05
O00000181,P000117,1,38.9,38.9
O00000182,P000395,2,562.44,1124.88
O00000182,P000450,1,102.2,102.2
O00000182,P000286,3,792.01,2376.0299999999997
O00000183,P000235,1,361.73,361.73
O00000183,P000493,1,488.44,488.44
O00000184,P000323,1,140.89,140.89
O00000185,P000446,1,224.71,224.71
O00000185,P000051,3,406.82,1220.46
O00000186,P000394,2,609.89,1219.78
O00000186,P000004,2,674.47,1348.94
O00000186,P000126,2,175.58,351.16
O00000186,P000428,3,933.7,2801.1000000000004
O00000187,P000386,3,981.86,2945.58
O00000188,P000235,3,361.73,1085.19
O00000188,P000488,3,181.68,545.04
O00000189,P000484,2,535.94,1071.88
O00000189,P000036,2,211.85,423.7
O00000189,P000044,2,109.2,218.4
O00000190,P000463,1,41.31,41.31
O00000190,P000295,3,633.92,1901.7599999999998
O00000191,P000448,3,153.92,461.76
O00000191,P000156,2,616.17,1232.34
O00000191,P000370,2,528.08,1056.16
O00000192,P000279,3,258.06,774.1800000000001
O00000193,P000208,2,451.32,902.64
O00000193,P000398,1,114.46,114.46
O00000193,P000102,1,620.5,620.5
O00000194,P000262,3,840.64,2521.92
O00000195,P000133,2,963.14,1926.28
O00000195,P000124,3,195.23,585.6899999999999
O00000196,P000260,2,55.51,111.02
O00000197,P000174,1,128.71,128.71
O00000198,P000367,1,975.23,975.23
O00000198,P000294,3,63.73,191.19
O00000198,P000345,2,276.39,552.78
O00000199,P000365,2,163.72,327.44
O00000200,P000229,2,650.87,1301.74
O00000200,P000040,3,485.01,1455.03
O00000201,P000226,2,655.07,1310.14
O00000201,P000353,3,754.67,2264.0099999999998
O00000202,P000067,3,544.36,1633.08
O00000202,P000496,3,301.67,905.01
O00000202,P000361,1,350.19,350.19
O00000203,P000309,1,895.05,895.05
O00000203,P000437,2,393.52,787.04
O00000203,P000210,3,690.2,2070.6000000000004
O00000203,P000057,2,541.29,1082.58
O00000204,P000249,1,109.97,109.97
O00000205,P000111,3,20.44,61.32000000000001
O00000205,P000094,2,333.11,666.22
O00000205,P000420,1,278.6,278.6
O00000206,P000290,2,264.02,528.04
O00000206,P000232,2,266.83,533.66
O00000207,P000231,2,807.38,1614.76
O00000207,P000342,1,863.4,863.4
O00000208,P000120,2,398.62,797.24
O00000208,P000461,2,917.02,1834.04
O00000209,P000363,3,730.49,2191.4700000000003
O00000209,P000013,3,416.69,1250.07
O00000209,P000293,2,818.59,1637.18
O00000210,P000028,3,557.69,1673.0700000000002
O00000210,P000491,3,821.87,2465.61
O00000211,P000010,2,74.29,148.58
O00000212,P000302,1,674.97,674.97
O00000213,P000271,2,759.58,1519.16
O00000214,P000394,1,609.89,609.89
O00000215,P000366,1,630.22,630.22
O00000216,P000483,1,499.35,499.35
O00000217,P000059,2,467.75,935.5
O00000218,P000468,1,112.07,112.07
O00000218,P000454,2,731.89,1463.78
O00000219,P000291,2,899.3,1798.6
O00000220,P000087,1,687.2,687.2
O00000220,P000401,3,768.05,2304.1499999999996
O00000221,P000318,1,678.48,678.48
O00000221,P000149,1,649.71,649.71
O00000221,P000335,1,822.03,822.03
O00000221,P000498,2,510.54,1021.08
O00000222,P000431,3,239.86,719.58
O00000223,P000072,3,418.55,1255.65
O00000224,P000453,2,612.76,1225.52
O00000224,P000350,3,861.8,2585.3999999999996
O00000224,P000485,2,720.61,1441.22
O00000225,P000236,3,852.7,2558.1000000000004
O00000226,P000462,3,538.93,1616.79
O00000226,P000005,1,134.97,134.97
O00000227,P000333,3,395.21,1185.6299999999999
O00000227,P000334,1,229.55,229.55
O00000227,P000040,3,485.01,1455.03
O00000228,P000199,3,392.08,1176.24
O00000228,P000091,1,961.85,961.85
O00000229,P000144,3,733.46,2200.38
O00000230,P000496,3,301.67,905.01
O00000230,P000186,3,588.15,1764.4499999999998
O00000230,P000019,3,576.42,1729.2599999999998
O00000230,P000144,1,733.46,733.46
O00000230,P000253,1,726.34,726.34
O00000231,P000283,3,727.67,2183.0099999999998
O00000231,P000100,3,525.89,1577.67
O00000232,P000133,3,963.14,2889.42
O00000233,P000355,3,807.61,2422.83
O00000233,P000348,3,899.14,2697.42
O00000233,P000273,2,582.77,1165.54
O00000233,P000315,1,972.95,972.95
O00000233,P000130,2,866.64,1733.28
O00000234,P000209,3,671.46,2014.38
O00000234,P000141,3,904.76,2714.2799999999997
O00000234,P000063,2,136.07,272.14
O00000235,P000216,3,271.5,814.5
O00000236,P000378,1,753.06,753.06
O00000237,P000033,3,899.78,2699.34
O00000238,P000129,1,831.77,831.77
O00000239,P000122,1,149.94,149.94
O00000239,P000484,3,535.94,1607.8200000000002
O00000240,P000032,1,567.3,567.3
O00000241,P000029,3,379.47,1138.41
O00000241,P000155,2,701.69,1403.38
O00000241,P000313,1,474.98,474.98
O00000242,P000211,3,717.16,2151.48
O00000242,P000120,3,398.62,1195.8600000000001
O00000243,P000052,3,243.17,729.51
O00000243,P000174,3,128.71,386.13
O00000244,P000366,1,630.22,630.22
O00000245,P000372,2,417.62,835.24
O00000245,P000318,1,678.48,678.48
O00000246,P000387,3,727.16,2181.48
O00000246,P000184,1,549.07,549.07
O00000246,P000160,1,571.22,571.22
O00000246,P000299,2,557.99,1115.98
O00000247,P000348,1,899.14,899.14
O00000247,P000075,1,907.96,907.96
O00000248,P000466,1,873.08,873.08
O00000249,P000170,3,104.62,313.86
O00000249,P000437,3,393.52,1180.56
O00000250,P000405,1,574.78,574.78
O00000250,P000467,2,866.16,1732.32
O00000251,P000394,2,609.89,1219.78
O00000251,P000488,3,181.68,545.04
O00000252,P000059,1,467.75,467.75
O00000253,P000090,1,56.1,56.1
O00000254,P000467,3,866.16,2598.48
O00000254,P000052,1,243.17,243.17
O00000254,P000011,2,985.28,1970.56
O00000255,P000339,3,610.3,1830.8999999999999
O00000255,P000088,3,481.25,1443.75
O00000255,P000482,2,559.54,1119.08
O00000256,P000192,2,119.81,239.62
O00000257,P000151,2,840.58,1681.16
O00000257,P000405,1,574.78,574.78
O00000257,P000077,1,538.31,538.31
O00000258,P000108,2,162.6,325.2
O00000258,P000373,3,428.02,1284.06
O00000258,P000042,3,924.77,2774.31
O00000259,P000256,2,275.63,551.26
O00000259,P000266,1,561.56,561.56
O00000260,P000206,3,214.88,644.64
O00000261,P000121,1,594.27,594.27
O00000261,P000203,2,890.86,1781.72
O00000262,P000069,1,70.35,70.35
O00000262,P000385,2,628.88,1257.76
O00000263,P000219,2,235.68,471.36
O00000263,P000231,2,807.38,1614.76
O00000264,P000120,2,398.62,797.24
O00000265,P000041,2,820.19,1640.38
O00000265,P000403,1,321.76,321.76
O00000266,P000169,2,287.03,574.06
O00000267,P000438,3,829.34,2488.02
O00000268,P000401,2,768.05,1536.1
O00000268,P000207,3,895.93,2687.79
O00000268,P000485,3,720.61,2161.83
O00000269,P000108,3,162.6,487.79999999999995
O00000269,P000243,3,137.64,412.91999999999996
O00000269,P000120,3,398.62,1195.8600000000001
O00000270,P000395,3,562.44,1687.3200000000002
O00000271,P000448,1,153.92,153.92
O00000272,P000207,3,895.93,2687.79
O00000272,P000391,3,555.95,1667.8500000000001
O00000273,P000488,2,181.68,363.36
O00000274,P000274,2,979.71,1959.42
O00000275,P000346,3,272.75,818.25
O00000276,P000198,2,21.28,42.56
O00000276,P000146,3,619.92,1859.7599999999998
O00000276,P000106,3,769.94,2309.82
O00000276,P000120,1,398.62,398.62
O00000277,P000057,1,541.29,541.29
O00000278,P000446,1,224.71,224.71
O00000279,P000104,3,321.04,963.1200000000001
O00000280,P000423,3,746.95,2240.8500000000004
O00000280,P000205,1,13.78,13.78
O00000281,P000148,2,941.87,1883.74
O00000281,P000331,2,559.36,1118.72
O00000281,P000452,3,216.96,650.88
O00000282,P000213,3,441.04,1323.1200000000001
O00000282,P000128,3,777.36,2332.08
O00000282,P000092,2,836.3,1672.6
O00000283,P000023,1,105.84,105.84
O00000283,P000123,2,542.01,1084.02
O00000284,P000253,2,726.34,1452.68
O00000285,P000167,1,546.13,546.13
O00000285,P000210,2,690.2,1380.4
O00000285,P000231,1,807.38,807.38
O00000286,P000204,2,288.71,577.42
O00000286,P000020,1,252.43,252.43
O00000286,P000006,3,455.42,1366.26
O00000287,P000125,2,390.1,780.2
O00000287,P000366,1,630.22,630.22
O00000288,P000064,3,385.48,1156.44
O00000289,P000226,2,655.07,1310.14
O00000290,P000268,3,660.6,1981.8000000000002
O00000290,P000329,3,806.24,2418.7200000000003
O00000291,P000194,1,710.11,710.11
O00000292,P000008,2,126.58,253.16
O00000293,P000341,1,448.34,448.34
O00000293,P000086,1,360.9,360.9
O00000293,P000371,2,482.3,964.6
O00000294,P000220,1,447.3,447.3
O00000295,P000007,1,321.24,321.24
O00000295,P000200,2,830.52,1661.04
O00000296,P000393,2,575.3,1150.6
O00000296,P000307,1,287.81,287.81
O00000297,P000324,3,481.11,1443.33
O00000298,P000163,2,827.74,1655.48
O00000298,P000436,1,462.33,462.33
O00000298,P000342,2,863.4,1726.8
O00000299,P000301,3,620.72,1862.16
O00000300,P000318,1,678.48,678.48
O00000300,P000041,2,820.19,1640.38
O00000300,P000031,2,932.06,1864.12
O00000301,P000307,2,287.81,575.62
O00000301,P000485,1,720.61,720.61
O00000301,P000228,2,259.48,518.96
O00000301,P000379,2,257.58,515.16
O00000302,P000434,3,620.89,1862.67
O00000303,P000352,3,276.71,830.1299999999999
O00000304,P000034,2,60.84,121.68
O00000304,P000446,1,224.71,224.71
O00000305,P000282,1,624.36,624.36
O00000306,P000091,3,961.85,2885.55
O00000307,P000247,2,994.73,1989.46
O00000307,P000041,2,820.19,1640.38
O00000307,P000487,2,437.4,874.8
O00000308,P000011,2,985.28,1970.56
O00000308,P000391,1,555.95,555.95
O00000308,P000196,2,606.36,1212.72
O00000309,P000193,3,308.75,926.25
O00000309,P000288,2,367.19,734.38
O00000310,P000442,3,369.31,1107.93
O00000311,P000381,2,167.03,334.06
O00000312,P000198,1,21.28,21.28
O00000312,P000478,2,111.9,223.8
O00000312,P000290,2,264.02,528.04
O00000312,P000084,3,16.55,49.650000000000006
O00000313,P000377,1,348.49,348.49
O00000313,P000127,2,295.78,591.56
O00000313,P000125,3,390.1,1170.3000000000002
O00000313,P000245,3,948.6,2845.8
O00000314,P000131,3,619.99,1859.97
O00000314,P000127,3,295.78,887.3399999999999
O00000315,P000470,2,123.32,246.64
O00000315,P000197,3,747.89,2243.67
O00000316,P000425,2,898.2,1796.4
O00000316,P000219,3,235.68,707.04
O00000317,P000474,1,206.17,206.17
O00000317,P000373,1,428.02,428.02
O00000317,P000446,3,224.71,674.13
O00000318,P000384,2,600.25,1200.5
O00000319,P000269,3,526.77,1580.31
O00000319,P000214,2,394.22,788.44
O00000320,P000486,1,375.53,375.53
O00000321,P000133,2,963.14,1926.28
O00000321,P000462,2,538.93,1077.86
O00000321,P000447,3,632.35,1897.0500000000002
O00000322,P000033,2,899.78,1799.56
O00000323,P000341,1,448.34,448.34
O00000323,P000299,1,557.99,557.99
O00000323,P000405,3,574.78,1724.34
O00000323,P000022,1,376.83,376.83
O00000324,P000220,2,447.3,894.6
O00000325,P000341,1,448.34,448.34
O00000325,P000205,2,13.78,27.56
O00000325,P000194,2,710.11,1420.22
O00000325,P000313,1,474.98,474.98
O00000326,P000309,1,895.05,895.05
O00000327,P000244,2,730.55,1461.1
O00000327,P000264,3,230.48,691.4399999999999
O00000328,P000414,3,327.53,982.5899999999999
O00000329,P000042,2,924.77,1849.54
O00000329,P000179,2,831.06,1662.12
O00000330,P000074,3,608.92,1826.7599999999998
O00000331,P000345,3,276.39,829.17
O00000332,P000125,1,390.1,390.1
O00000332,P000109,3,511.55,1534.65
O00000333,P000168,2,740.7,1481.4
O00000333,P000463,1,41.31,41.31
O00000333,P000197,3,747.89,2243.67
O00000333,P000393,2,575.3,1150.6
O00000334,P000252,3,98.11,294.33
O00000334,P000047,2,500.43,1000.86
O00000335,P000377,3,348.49,1045.47
O00000335,P000372,3,417.62,1252.8600000000001
O00000335,P000196,3,606.36,1819.08
O00000336,P000046,2,741.3,1482.6
O00000337,P000195,3,313.75,941.25
O00000338,P000187,3,996.43,2989.29
O00000339,P000162,2,805.08,1610.16
O00000339,P000075,1,907.96,907.96
O00000339,P000418,2,488.2,976.4
O00000340,P000018,2,924.69,1849.38
O00000340,P000307,3,287.81,863.4300000000001
O00000340,P000164,3,78.24,234.71999999999997
O00000341,P000495,2,539.68,1079.36
O00000342,P000377,1,348.49,348.49
O00000343,P000418,3,488.2,1464.6
O00000344,P000179,2,831.06,1662.12
O00000344,P000388,2,571.03,1142.06
O00000345,P000281,1,667.85,667.85
O00000345,P000202,2,942.42,1884.84
O00000345,P000050,3,302.07,906.21
O00000346,P000357,2,633.56,1267.12
O00000347,P000295,1,633.92,633.92
O00000347,P000053,2,243.94,487.88
O00000347,P000348,2,899.14,1798.28
